Variable,Employment,Professional - Type of Employment,Measured_Unit,Country,Year,Value,Flag Codes,Flags
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",41 - South Korea,2022,121942125.7,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",44 - Israel,2022,379887.61,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",54 - Estonia,2022,54703.65,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,05 - Ireland,2021,3.01,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,05 - Ireland,2022,3.01,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,19 - Denmark,2010,2.74,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,19 - Denmark,2012,2.74,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,19 - Denmark,2013,2.74,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,19 - Denmark,2014,2.74,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,19 - Denmark,2015,2.74,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,19 - Denmark,2016,2.74,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,19 - Denmark,2017,2.74,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,19 - Denmark,2018,2.74,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,19 - Denmark,2019,2.74,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,19 - Denmark,2020,2.74,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,19 - Denmark,2021,2.74,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,19 - Denmark,2022,2.74,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,20 - Netherlands,2021,2.47,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,20 - Netherlands,2022,2.47,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,23 - Austria,2020,3.14,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,23 - Austria,2021,3.14,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,23 - Austria,2022,3.14,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,28 - Belgium,2022,2.62,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,31 - Australia,2010,1.72,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,31 - Australia,2022,1.71,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,34 - Canada,2021,2.72,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,34 - Canada,2022,2.72,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,36 - France,2010,2.95,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,36 - France,2012,2.9466666666666668,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,36 - France,2013,2.9433333333333334,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,36 - France,2015,2.953333333333333,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,36 - France,2016,2.966666666666667,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,36 - France,2018,2.98,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,36 - France,2019,2.98,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,36 - France,2020,2.98,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,36 - France,2021,2.98,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,36 - France,2022,2.98,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,37 - United Kingdom,2021,3.43,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,37 - United Kingdom,2022,3.43,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,41 - South Korea,2021,2.99,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,41 - South Korea,2022,2.99,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,44 - Israel,2022,2.27,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,54 - Estonia,2022,3.1,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",05 - Ireland,2021,1.98,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",05 - Ireland,2022,1.98,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",19 - Denmark,2010,3.21,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",19 - Denmark,2012,3.21,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",19 - Denmark,2013,3.21,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",19 - Denmark,2014,3.21,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",19 - Denmark,2015,3.21,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",19 - Denmark,2016,3.21,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",19 - Denmark,2017,3.21,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",19 - Denmark,2018,3.21,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",19 - Denmark,2019,3.21,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",19 - Denmark,2020,3.21,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",19 - Denmark,2021,3.21,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",19 - Denmark,2022,3.21,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",20 - Netherlands,2021,2.7,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",20 - Netherlands,2022,2.7,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",23 - Austria,2020,3.14,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",23 - Austria,2021,3.14,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",23 - Austria,2022,3.14,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",28 - Belgium,2022,2.92,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",31 - Australia,2010,1.86,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",31 - Australia,2022,1.72,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",34 - Canada,2021,3.43,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",34 - Canada,2022,3.43,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",36 - France,2010,3.22,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",36 - France,2012,3.236666666666667,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",36 - France,2013,3.2533333333333334,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",36 - France,2015,3.276666666666667,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",36 - France,2016,3.283333333333333,I,Interpolated
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",36 - France,2018,3.29,I,Interpolated
